R2 score

+-------------------+------------------+--------------+-------------+---------------+
| обучение образцы  | тестовые образцы | Угол нашивки |  Layer Size | Number Layers |
|        +0.99      |       -1.09      |          0   |        48   |       10      |
|        +0.99      |       -0.79      |         90   |        48   |       11      |
|        +1.00      |       -0.81      |          0   |        48   |       11      |
|        +1.00      |       -0.84      |         90   |        48   |       12      |
|        +0.99      |       -0.70      |          0   |        48   |       12      |
|        +0.99      |       -0.98      |         90   |        48   |       13      |
|        +1.00      |       -0.96      |          0   |        48   |       13      |
|        +0.98      |       -1.11      |         90   |        48   |       14      |
|        +1.00      |       -0.78      |          0   |        48   |       14      |
|        +0.99      |       -1.25      |         90   |        48   |       15      |
|        +0.98      |       -0.78      |          0   |        48   |       15      |
|        +1.00      |       -1.35      |         90   |        48   |       16      |
|        +1.00      |       -0.89      |          0   |        48   |       16      |
|        +0.98      |       -0.50      |         90   |        48   |       17      |
|        +1.00      |       -0.58      |          0   |        48   |       17      |
|        +0.99      |       -0.84      |         90   |        48   |       18      |
|        +1.00      |       -1.13      |          0   |        48   |       18      |
|        +1.00      |       -0.54      |         90   |        48   |       19      |
|        +1.00      |       -0.52      |          0   |        48   |       19      |
|        +0.98      |       -1.08      |         90   |        48   |       20      |
|        +0.98      |       -0.99      |          0   |        48   |       20      |
|        +1.00      |       -0.78      |         90   |        48   |       21      |
|        +1.00      |       -1.02      |          0   |        48   |       21      |
|        +0.99      |       -1.46      |         90   |        48   |       22      |
|        +0.99      |       -0.76      |          0   |        48   |       22      |
|        +0.99      |       -0.76      |         90   |        48   |       23      |
|        +0.92      |       -0.92      |          0   |        48   |       23      |
